Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Latitude,Longitude,Nearby Hotels,Nearby Restaurants,Nearby Attractions,Nearby Shopping Centers
Southern,Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,3,4.5,300,No,Open All Days,Wildlife,Yes,2.2,All,11.6716011,76.3686564,"['Wayanad Dream Nest (Rating: 3.7, Reviews: 114, Address: Pulithooki, Near Muthanga, Kalloor, Sultan Bathery)', 'Ammoos farm fresh (Rating: 4.6, Reviews: 95, Address: Thakarapadi, Muthanga)', 'Wayanad Hotels & Resorts (Rating: 4.1, Reviews: 331, Address: P O, Edathara, Muthanga)']","['MUTHANGA MESS (Rating: 4.5, Reviews: 2, Address: M9C6+WW4, National Highway 766, Muthanga)', 'HOTEL MOHANAM (Rating: 4, Reviews: 3, Address: M9C6+6PQ, Muthanga)', 'Hotel Hiba Family Restaurant (Rating: 4, Reviews: 44, Address: M9GF+R47, Muthanga)']","['Wayanad Wildlife Sanctuary (Rating: 3.9, Reviews: 6300, Address: M9C9+JFV, Bathery- Puthupally Road, Sultan Bathery)', 'Muthaga swamp (Rating: 4.5, Reviews: 4, Address: M9PR+WQQ, Ponkuzhi)', 'Sree Seetha Devi Temple (Rating: 4.6, Reviews: 495, Address: M9QR+2VV, National Highway 766, Ponkuzhi)']","['Scheduled Tribe Society (Rating: 4, Reviews: 36, Address: M88M+PG5, Kalloor - Kallumoku Road, Kalloor)', 'BEECRAFT Honey and Spices Pvt Ltd, Kalloor Branch (Rating: 5, Reviews: 6, Address: M86H+W6F, Kalloor)', 'Kalloor 66 Shopping complex (Rating: 5, Reviews: 1, Address: M86G+RFP, Kalloor)']"
Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,3,4.3,50,No,Open All Days,Wildlife,Yes,0.14,All,9.6034518,77.1669361,"['Hotel Ambadi ,Thekkady (Rating: 3.9, Reviews: 1591, Address: Ambadi Junction, Thekkady)', 'Spice Village – CGH Earth (Rating: 4.7, Reviews: 3043, Address: J53C+Q8F, Kottayam - Kumily Road, Thekkady, Kumily)', 'Niraamaya Retreats Cardamom Club, Thekkady (Rating: 4.1, Reviews: 488, Address: 66th Mile V&V Estates, Kumily)']","['Niraamaya Retreats Cardamom Club, Thekkady (Rating: 4.1, Reviews: 488, Address: 66th Mile V&V Estates, Kumily)', 'Jungle Park Resorts | Premium Resorts in Thekkady (Rating: 4.1, Reviews: 1458, Address: LAKE ROAD, Thekkady, Kumily)', 'Hotel Lakeshore Inn (Rating: 3.3, Reviews: 719, Address: Thekkady - Kannaki Temple Road, Thekkady, Kumily)']","['Kadathanadan Kalari & Navarasa Kathakali Centre (Rating: 4.5, Reviews: 2697, Address: Kumily Thekkady Road, Kumily)', 'Mayura Ayurvedic Centre (Rating: 4.1, Reviews: 180, Address: Thekkady, Kumily)', 'Elephant Camp (Rating: 4.2, Reviews: 9990, Address: Anavachal Road, Thekkady, Kumily)']","['CHEALA Fab (Rating: 4, Reviews: 349, Address: near Thekkady, Junction, Kumily)', 'Kerala Shoppe (Rating: 4.5, Reviews: 8, Address: Kumily)', 'Kerala Store (Chips Shop) (Rating: 3, Reviews: 1, Address: 18, Dindigul - Theni - Kottarakkara Highway, Thekkady, Kumily)']"
Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,2,3.8,50,Yes,Open All Days,Wildlife,Yes,0.1,All,9.6274375,76.4285625,"['Taj Kumarakom Resort & Spa, Kerala (Rating: 4.4, Reviews: 2062, Address: 1/404, Kumarakom)', 'Kumarakom Lake Resort (Rating: 4.6, Reviews: 3367, Address: North, Post, Kumarakom)', 'Coconut Lagoon - CGH Earth Resort (Rating: 4.7, Reviews: 4214, Address: Kottayam - Kumarakom Road, Kavanattinkara, Kumarakom)']","['The Zuri Kumarakom, Kerala Resort & Spa (Rating: 4.4, Reviews: 2811, Address: V 235 A1 to A54, Karottukayal, Kumarakom)', 'Pearlspot Restaurant (Rating: 4, Reviews: 161, Address: KTDC Backwater Resort, North, Kumarakom)', 'Currymeen (Rating: 4.1, Reviews: 15, Address: Taj Kumarakom Resort & Spa 1/404, Kumarakom)']","['Olala Cruise Houseboat, Kumarakom - Alleppey (Rating: 4.8, Reviews: 134, Address: SH42, Kaippuzhamuttu Bridge, Kaippuzhamuttu, Kumarakom)', 'Kerala house boaters (Rating: 4.9, Reviews: 169, Address: Kumarakom Boat Jetty Road, Athikkalam, Kumarakom)', 'Kumarakom Bird Sanctuary (Rating: 3.8, Reviews: 9492, Address: Kavanattinkara, Kumarakom)']","['Old Curiosity Shop Kumarakom : An authentic Kerala shop (Rating: 4.6, Reviews: 166, Address: Kavanattinkara, Kumarakom)', 'Onasseril mills and stores (Rating: 5, Reviews: 3, Address: Onasseril House, Kumarakom)', 'Madonna Beauty Parlour (Rating: 4.8, Reviews: 5, Address: Vayitharamattom, Kumarakom)']"
Southern,Kerala,Varkala,Varkala Beach,Beach,Unknown,2,4.6,0,Yes,Open All Days,Recreational,Yes,0.1,All,8.733718,76.704815,"['SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort) (Rating: 3.9, Reviews: 49, Address: Kunnuvilla Temple Road, Odayam road, Kurakkanni, Cliff, Varkala)', 'Hindustan Beach Retreat (Rating: 4, Reviews: 1908, Address: PPM4+5JF, Papanasam Beach, Janardhanapuram P.O, Varkala)', 'Bluewater Beach Resort (Rating: 4.1, Reviews: 743, Address: Odayam, near Parambil Temple, Odayam Beach Road, Varkala)']","['Clafouti Beach Resort (Rating: 4.1, Reviews: 4295, Address: opposite Kerala Bamboo House, North Middle Cliff Near Cultural Center, opposite Kerala Bamboo House, Varkala)', 'SS BeachResort (Rating: 3.9, Reviews: 356, Address: near Helipad Papanasm Cliff, Varkala)', 'Jairam Cafe (Rating: 3.8, Reviews: 404, Address: near aquarium blackbeach, Thiruvambadi Road, Varkala)']","['Varkala Beachside Cliff (Rating: 4.6, Reviews: 3229, Address: PPP3+6P2, Varkala)', 'Salman Tours (Rating: 4.9, Reviews: 48, Address: Chilakkoor Vallakkadavu Road, Varkala)', 'Shri Janardhana Swamy Temple (Rating: 4.7, Reviews: 3340, Address: PPJ5+QX6, Varkala)']","['Kashmir Art and Craft (Rating: 5, Reviews: 1, Address: PMQX+HXW, Varkala)', 'Fathima Centre - Varkala (Rating: 3.6, Reviews: 12, Address: Temple Road, Nadakkavumukku, Varkala)', 'Descent Mukku (Rating: 3.2, Reviews: 30, Address: PPV8+M33, Unnamed Road, Punnamood Junction)']"
Southern,Kerala,Bekal,Bekal Fort,Fort,1650,1.5,4.5,20,No,Open All Days,Historical,Yes,0.22,All,12.3929083,75.033553,"['Taj Bekal Resort & Spa, Kerala (Rating: 4.6, Reviews: 3941, Address: Kappil Beach, Kappil Beach Road, Kappil, Bekal)', 'Hotel Bekal Palace (Rating: 3.8, Reviews: 813, Address: Near Palakunnu Temple, P.O. Uduma, Kasaragod)', 'KTDC BEKAL BEACH CAMP (Rating: 4, Reviews: 132, Address: Fort P.O, Bekal Beach Camp Pallikere, Bekal)']","['Backwater Cafe (Rating: 4.4, Reviews: 78, Address: Taj Bekal Resort & Spa, Kerala, Paalakunnu West (P.O, Kappil Beach Road, Udma)', 'BBQ by the Pool (Rating: 4.3, Reviews: 21, Address: Taj Bekal Resort & Spa, Kerala Kappil Beach Udma West (P.O, Palakkunnu)', 'By The Bay (Rating: 4.2, Reviews: 18, Address: Taj Bekal Resort & Spa, Kerala, Kappil Beach Road, Bekal)']","['Palakkunnu Kazhakam Shree Bhagavathi Temple (Rating: 4.6, Reviews: 406, Address: C2FC+CWP, NH 17, Palakkunnu, Bekal)', 'National Flag (Rating: N/A, Reviews: 0, Address: 92VM+Q8F, Bekal Fort Road)', 'View point (Rating: N/A, Reviews: 0, Address: 92RJ+XC, Pallikkara II)']","['PK Mall (Rating: 3.7, Reviews: 218, Address: 92RR+9HM, Pallikere)', 'Xyz Fashion (Rating: 4.1, Reviews: 44, Address: MA PLAZA, Poochakkad - Mukkood Road, Kanhangad)', 'Puthucherry Complex (Rating: N/A, Reviews: 0, Address: Panayal)']"
Southern,Kerala,Kovalam,Kovalam Beach,Beach,Unknown,2,4.4,0,Yes,Open All Days,Recreational,Yes,0.68,All,8.3837841,76.9804176,"['Taj Green Cove Resort & Spa, Kovalam (Rating: 4.6, Reviews: 3418, Address: near The Blue Moon, GV Raja Road, Kovalam)', 'Hotel Beach Florra Inn (Rating: 4, Reviews: 856, Address: South P.O, Light House Beach, Kovalam)', 'Gokulam Grand Turtle on the Beach (Rating: 4.3, Reviews: 3510, Address: TC 63, 512 TO 523, Beach Road, Kovalam)']","['Niraamaya Retreats Surya Samudra Kovalam (Rating: 4.6, Reviews: 1778, Address: P.O, Pulinkudi Road, Vizhinjam, Mullur)', ""Rock 'n' Beach (Rating: 4, Reviews: 168, Address: near Upasana Hospital, Eve's Beach Kovalam, kovalam, near Upasana Hospital, Thiruvananthapuram)"", 'The Leela Kovalam, a Raviz Hotel (Rating: 4.6, Reviews: 12109, Address: Beach Road, Kovalam)']","['Vizhinjam Light House (Rating: 4.6, Reviews: 4181, Address: 9XMH+5V4, Light house Junction, Vizhinjam, near Kovalam, Kovalam)', 'Aazhimala Shiva Temple (Rating: 4.7, Reviews: 21155, Address: Mulloor PO, Poovar to vizhinjam road before Pulinkudi jn then, Azhimala Temple Road)', 'Sagarika Marine Research Aquarium (Rating: 4.2, Reviews: 2056, Address: Near Light House Road, Vizhinjam Harbour Road, Kovalam)']","['Delh8 (Rating: 5, Reviews: 1, Address: 9XMJ+G57, Kovalam Beach)', 'Bismi Store And Flour Mill (Rating: 4, Reviews: 11, Address: 9XPP+8HW, Unnamed Road, Kovalam)', 'HPM provision store (Rating: 5, Reviews: 1, Address: Firoz manzil, aluninnavila pulloorkonam, Vizhinjam, Thiruvananthapuram)']"
Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,1,4.4,20,Yes,Open All Days,Historical,Yes,0.11,All,11.8537793,75.372439,"['Haris Beach Home (Rating: 4.4, Reviews: 988, Address: Seashell Haris Beach Home Adi Kadalayi Nada PO Kadalayi, Kannur)', 'Treebo Sadhoo Heritage (Rating: 4, Reviews: 640, Address: Sadhoo Beedi Company Road, Kannur)', 'Mascot Beach Resort (Rating: 4.1, Reviews: 4984, Address: Near, Baby Beach Burnasseri, Kannur)']","['Asokam Beach Resort and Ayurveda Chikitsa Kendram (Rating: 4, Reviews: 553, Address: Payyambalam Beach Road, Palliyamoola)', 'Malayattoor Hotel/ മലയാറ്റൂർ ഹോട്ടൽ (Rating: 3.7, Reviews: 99, Address: Fathima Hospital Road, South Bazar, Talap, Kannur)', 'Raandhal Restaurant (Rating: 3.8, Reviews: 7225, Address: near AKG Hospital, Pamban Madhavan Road, Talap, Kannur)']","['Payyambalam Beach (Rating: 4.3, Reviews: 10058, Address: Payyambalam Beach Road, Chalad, Kannur)', 'St. Angelo Fort Kannur (Rating: 4.4, Reviews: 11401, Address: Near, Kannur Cantonment Area, Burnacherry, Kannur)', 'Arakkal Museum Kannur (Rating: 4, Reviews: 3781, Address: V95H+Q89, Ayikkara Government Hospital Road Ayikkara, near District Hospital, Kannur)']","['Computer Care Kannur (Rating: 4.1, Reviews: 1405, Address: Computer Care Building, Thavakkara Road, Kannur)', 'MM Square (Rating: 3.8, Reviews: 29, Address: Fort Road, Kannur)', 'GLOBERS MENS SHOPPING TERMINAL (Rating: 3.8, Reviews: 24, Address: V999+MMG, Padanapalam, Kannur)']"
Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,1,4.5,0,No,Open All Days,Nature,Yes,0.03,Morning,10.5555329,76.7144099,"['Hill Valley Farm House (Rating: 4.5, Reviews: 776, Address: Zeenath (RaviVarma estate, Nelliampathi)', 'Spring Valley Resort (Rating: 3.4, Reviews: 25, Address: Pulayanpara, Nelliampathi)', 'Orange Valley Hotel (Rating: 3.4, Reviews: 114, Address: Near, Junction, Pulayanpara, Nelliampathi)']","['Hill Valley Farm House (Rating: 4.5, Reviews: 776, Address: Zeenath (RaviVarma estate, Nelliampathi)', ""Paathumma's Tea Shop & Parking (Rating: N/A, Reviews: 0, Address: HP35+9FM, Sitargundu Estate, Kollengode South)"", 'HOTEL K.M.R BIRIYANI (Rating: 5, Reviews: 3, Address: Nelliyampathy Road, chemmanthod, Nenmara)']","['Cliff View (Rating: 4.5, Reviews: 213, Address: HQ56+C23, Muthalamada North)', 'Nelliyampathy Beauty Viewpoint (Rating: 4.5, Reviews: 532, Address: HP47+6Q7, Nelliyampathy - Seetharkundu Road, Nelliampathi)', 'Seethargundu Viewpoint (Rating: 4.5, Reviews: 3264, Address: HP47+6Q7, Seetharkundu Viewpoint Path, Sitargundu Estate, Kollengode South)']","['Hana Chicken Centre (Rating: 5, Reviews: 1, Address: GMPV+7FV, Nelliyampathy - Seetharkundu Road, Nelliampathi)']"
Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,1.5,4.4,100,Yes,Monday,Cultural,Yes,0.1,All,9.9330107,76.2989787,"['Le Méridien Kochi (Rating: 4.4, Reviews: 17999, Address: Maradu, Kochi)', 'Trident Hotel Cochin (Rating: 4.5, Reviews: 4180, Address: Bristow Road, Willingdon Island, Kochi)', 'Crowne Plaza Kochi (Rating: 4.7, Reviews: 18885, Address: Xi/641A Kundanoor Junction NH-47 Bypass PO, Maradu, Kochi)']","['Trident Hotel Cochin (Rating: 4.5, Reviews: 4180, Address: Bristow Road, Willingdon Island, Kochi)', 'Grand Hotel (Rating: 4.2, Reviews: 3750, Address: Woodlands Junction, opposite Malabar Gold, Mahatma Gandhi Road, Kochi)', 'The Classik Fort (Rating: 4, Reviews: 2367, Address: W8VP+H45, Thripunithura - Maradu Road, Gandhi Square, Poonithura, Kochi)']","['Cab Rental Kerala Cochin (Rating: 4.5, Reviews: 377, Address: 54, II rd Floor,Mangalath Building, 2757, Center Lane Road, Panampilly Nagar, Kochi)', 'Little Flower Church, Elamkulam (Rating: 4.6, Reviews: 2280, Address: X893+992, Sahodaran Ayyappan Road, Elamkulam, Kochi)', ""Lumiere Holidays( Best tour operator) (Rating: 4.8, Reviews: 335, Address: 52/3183, First Floor, Top of Domino's Pizza, Tharayil Chambers, opposite HP petrol pump, Service Road, Vyttila, Kochi)""]","['Payyappilly Heights (Rating: 4.1, Reviews: 14, Address: P K Deevar Road Perumanoor, Thevara, Ernakulam)', 'Max (Rating: 4.1, Reviews: 951, Address: No 21 & 34, Abad, Nucleus Mall, near Kottaram Temple, Maradu, Ernakulam)', 'EVM HONDA (Rating: 4, Reviews: 5, Address: W77H+CGP, Kumbalanghi Vazhi Perumbadappu Rd, Perumbadappu, Kochi, Illath Nagar, Palluruthy, Kochi)']"
Southern,Kerala,Kochi,Wonderla Amusement Park,Amusement Park,2016,5.5,4.6,750,Yes,Open All Days,Entertainment,Yes,0.41,All,10.025954,76.3928396,"['Hotel Olive Eva (Rating: 4, Reviews: 1207, Address: opp. Carnival Infopark Phase I, near Smartcity Road, Edachira Road, Kakkanad)', 'Grace holiday inn (Rating: 4.2, Reviews: 13, Address: 2976+C3M, Link Valley Kalappurakkal Road Opposite kusumagiri hospital info park road ernakulam, Kakkanad)', 'Kadambrayar Eco Tourism Village Restuarant And Boat Club (Rating: 4, Reviews: 538, Address: Kadambrayar Tourism Village, Rd, Kakkanad)']","['Kadambra Restaurant (Rating: 3.9, Reviews: 1112, Address: Kakkanad Pallikara Road Near Wonder la Kakkanad, Manakkakadav)', 'Kadambrayar Eco Tourism Village Restuarant And Boat Club (Rating: 4, Reviews: 538, Address: Kadambrayar Tourism Village, Rd, Kakkanad)', 'Slow food (Rating: 4, Reviews: 5, Address: 29WV+MJ9, Opposite Samaritain Hospital, Pazhanganad)']","['Wonderla Amusement Park, Kochi (Rating: 4.5, Reviews: 45884, Address: Kumarapuram, P O, Pallikkara)', 'Kadambrayar Eco Tourism Village Restuarant And Boat Club (Rating: 4, Reviews: 538, Address: Kadambrayar Tourism Village, Rd, Kakkanad)', 'Then thirupathi temple (Rating: 1, Reviews: 1, Address: 29GV+G8J, Wonderla Entry Road, Pallikkara)']","['RB Stores Kunjattukara (Rating: 4.1, Reviews: 10, Address: Pukkattupady)', 'Zodiac ReadyMade Center (Rating: 3.8, Reviews: 89, Address: Kumarapuram p.o, pallikkara pallikkara, Chithrappuzha-Ponjassery Road Kumarapuram, Pallikkara)', 'Alexia (Rating: 3.5, Reviews: 2, Address: Alexia, Pallikkara, Kochi)']"
Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,2,4.6,50,Yes,Open All Days,Historical,Yes,2.5,All,12.305163,76.6551749,"['Southern Star Mysore (Rating: 4.2, Reviews: 7344, Address: near METRO POLE CIRCLE, 13-14, Vinoba Road, Devaraja Mohalla, Mysuru)', 'Aishwarya Residency (Best Budget Hotel In Mysore) (Rating: 3.8, Reviews: 2812, Address: 2932/A, suburban BUSSTAND, near K.S.R.T.C. Building,, behind Kalyan jewels, Off, Bangalore Nilgiri Road, Lashkar Mohalla, Doora, Mysuru)', 'Hotel Pai Vista (Rating: 4.4, Reviews: 14810, Address: Doora, behind Bhima Jewellery, 35/A, Bangalore Nilgiri Road, Nazarbad, Mysuru)']","['Hotel Roopa (Rating: 3.6, Reviews: 3683, Address: Hotel Roopa #2724/C, Bangalore Nilgiri Road, Mysuru)', 'The Green Hotel (Rating: 4.1, Reviews: 2615, Address: 2270, Vinoba Road, Jayalakshmipuram, Mysuru)', 'Hotel Palace Plaza (Rating: 3.4, Reviews: 1541, Address: 2716, Sri Harsha Road, Mysuru)']","['Mysore Palace (Rating: 4.6, Reviews: 283906, Address: Mysuru)', 'Sri Chamarajendra Zoological Gardens (Mysuru Zoo) (Rating: 4.5, Reviews: 128004, Address: Zoo Road, Indira Nagar, Mysuru)', 'Jaganmohan Palace (Sri JayachamarajendraArt Gallery) And Auditorium (Rating: 4.2, Reviews: 11428, Address: 8J4X+QW5, Jagan Mohan Palace Road, Subbarayanakere, Chamrajpura, Mysuru)']","['Mall Of Mysore (Rating: 4.3, Reviews: 31445, Address: No.C-1, M.G Road Indira Nagar, Nazarbad Mohalla, Extension, Mysuru)', 'New Mahaveer Enterprises (Rating: 4, Reviews: 46, Address: #1075/105, K.R.Hospital Road , K.T. Street, mysore-01, Mysuru)', 'TRENDS (Rating: 4, Reviews: 3063, Address: SDM Mall, 2254, next to Southern Star Hotel, Vinoba Road, Mysuru)']"
Southern,Karnataka,Hampi,Hampi Archaeological Ruins,Site,Unknown,3,4.7,0,No,Open All Days,Historical,Yes,0.05,All,15.3349769,76.4619233,"['LAKSHMI HERITAGE TOURIST HOME (Rating: 4.4, Reviews: 695, Address: Janatha Plot, near श्री विरूपाक्ष टेम्पल, Hampi)', 'Om Shiva Guest House (Rating: 4.2, Reviews: 49, Address: Janatha Plot, River Road, Hampi)', 'Vicky Guest House Hampi (Rating: 3.7, Reviews: 187, Address: Janta Plot, River Road Janata Plot Hampi, Hampi)']","['Gopi Guesthouse And Roof Restaurant (Rating: 4.2, Reviews: 733, Address: Janatha Plot, near Virupaksha temple, Hampi)', 'Archana Guesthouse riverview & Roof Restaurant (Rating: 4.2, Reviews: 482, Address: Tq, Janata Plot, Hospet)', 'Shiva Moon (Rating: 4.5, Reviews: 17, Address: 8FP6+F27, Hampi)']","['Sunrise Sunset Point - Matanga Betta (Rating: 4.8, Reviews: 629, Address: 8FJ9+J9W, Off Old Hampi Bazaar Street, Off the Big Monolithic Bull, Hampi)', 'Saasivekaalu Ganesha | Hampi (Rating: 4.7, Reviews: 1786, Address: 8FJ5+HXC, Hampi)', 'Sri Vishnupada Gudi (Rating: 4.4, Reviews: 32, Address: 8FJ6+F36, Hampi)']","['ART HOUSE (Hampi Art Studio , Gallery & Art Residency) (Rating: 4.3, Reviews: 20, Address: beside Nijilingamma Gudi( Temple, Hampi)', 'Ravi hampi stone Hand craft (Rating: N/A, Reviews: 0, Address: opposite ugra narasimha temple, statue, Hampi)', 'Divya Hampi Stone Hand Craft (Rating: 4.5, Reviews: 2, Address: near new bus stand, opp. police station, Kamalapur)']"
Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,1,4.1,0,No,Open All Days,Nature,Yes,0.03,Morning,12.4496507,75.7257962,"['Club Mahindra Resort - Madikeri - Coorg, Karnataka (Rating: 4.3, Reviews: 13817, Address: Galibeedu, Road, Kalakeri Nidugane)', 'Woodstock Resorts (Rating: 4, Reviews: 3600, Address: next to Big Cup Cafe, near Sampigekatte Junction, Mangalore - Mysore Highway, Madikeri)', 'Taj Madikeri Resort & Spa, Coorg (Rating: 4.7, Reviews: 4620, Address: 1st Monnangeri, Post, Galibeedu)']","['Hilldale Resorts, A 3 star Resort in Coorg (Rating: 3.8, Reviews: 889, Address: State Highway 17, opposite Indian Oil Petrol Bunk, Madikeri)', 'Treebo Trend Fort Mercara (Rating: 3.8, Reviews: 1530, Address: Fort Mercara, Kodava Samaja Complex Main Road, Madikeri)', 'Five Star Chicken (Rating: 3.6, Reviews: 38, Address: Shop No.5, CMC Building, Private Bus Stand, next to Iyangar Bakery, Madikeri)']","['Coorg Estate Stay, Home Stay in Coorg, Coffee Estate Stay Adventures (Rating: 3.4, Reviews: 14, Address: CPFP+P83, Kohinoor Road, Opp bsnl Office,, Madikeri post)', 'Maday Holidays (Rating: 4.4, Reviews: 62, Address: Madikeri-Mangalore High Way, Coorg, Madikeri)', 'Mercara Downs Golf Club (Rating: 4.5, Reviews: 685, Address: CPQ6+86M, Galibeedu)']","['RM Store (Rating: N/A, Reviews: 0, Address: Bhagavathi Nagar, Madikeri)', 'Ganesh Stores (Rating: 2, Reviews: 1, Address: near G.Thimmaiah Circle, Mysore Madikeri Main Road, Mysore Madikeri Main Road, G. Thimmaiah Circle, near G.Thimmaiah Circle, Madikeri)', 'Top Sleep Mattress shop (Rating: N/A, Reviews: 0, Address: CPGQ+J59, Mahadevpet, Madikeri)']"
Southern,Karnataka,Gokarna,Om Beach,Beach,Unknown,2,4.5,0,No,Open All Days,Nature,Yes,0.09,All,14.5192405,74.3230039,"['Sanskruti Resort Gokarna (Rating: 3.7, Reviews: 2796, Address: G8RJ+Q76, Om Beach Road, Banglegudda, Gokarna)', 'Om Beach Resort-Jungle Lodges (Rating: 4.2, Reviews: 791, Address: Om Beach Road, Banglegudda, Gokarna)', 'NIRVANA NATURE BAMBOO COTTAGES (Rating: 4, Reviews: 1212, Address: Nirvana Beach Kagal Kumta, No 70B, Nirvana Beach Road)']","['Little Paradise Inn (Since.2011) (Rating: 3.9, Reviews: 823, Address: Kudle Beach, Gokarna)', 'Belekan Beach - Om Shanti Paradise Cafe (Rating: 4.3, Reviews: 1479, Address: Gokarna)', 'Bhoomi Kiran Restaurant (Rating: 4.5, Reviews: 89, Address: Belekan)']","['Shri Mahabaleshwara Swamy Temple (Gokarna) (Rating: 4.6, Reviews: 19425, Address: Koti Teertha Road, Kotiteertha, Dandebagh, Gokarna)', 'Gokarna Main Beach (Rating: 4.4, Reviews: 33082, Address: Belehittal Road, Dandebagh, Gokarna)', 'Gokarna beach (Rating: 4.6, Reviews: 693, Address: G89F+M6R, Gokarna)']","['mahabalagourp (Rating: 4.1, Reviews: 25, Address: G8V9+C6X, Car Street, Car Street, Dandebagh, Gokarna)', 'OM GANESH KRUPA (Rating: N/A, Reviews: 0, Address: Car Street, Banglegudda, Gokarna)', 'NIKON Showrooms. (Rating: N/A, Reviews: 0, Address: G8V7+XJC, Gokarna Beach Road, Dandebagh, Gokarna)']"
Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,3,4.5,0,No,Open All Days,Nature,Yes,0.05,All,13.3057243,75.7771991,"['Alpha Service Apart (Rating: 3.6, Reviews: 11, Address: 8QCC+MQ3, S. M. Arcade. I. G. Road. Barline cross. Chikmagalur, Chikkamagaluru)', 'Hotel Malnad Paradise (Rating: 3.8, Reviews: 586, Address: opposite Eats of Arab, Indira Gandhi Road, Chikkamagaluru)', 'Silver Suite Hotel (Rating: 4, Reviews: 1530, Address: Indira Gandhi Road, Chikkamagaluru)']","[""Life Line's Tender Chicken (Rating: 4.3, Reviews: 216, Address: 8QGG+HR, KM Road, Joythinagar, Chikkamagaluru)"", 'Maharaja Restaurant (Rating: 3.7, Reviews: 3942, Address: Ground Floor, Galaxy Inn, opposite Giri lnn, Indira Gandhi Road, Chikkamagaluru)', 'Mukwada Bar - Gateway Chikmagalur (Rating: 4.4, Reviews: 11, Address: Post, Joythinagar, Chikkamagaluru)']","['Tasty World Food Factory (Rating: 4.6, Reviews: 471, Address: 10P&11, Gowdanahalli, Amble)', 'Anjaneya Temple (Rating: 4.5, Reviews: 79, Address: 8Q5J+9F8, Kote, Chikkamagaluru)', 'NISARGA Coffee Estate tour and Coffee Factory Experience (Rating: 5, Reviews: 6, Address: NEKAR STREET, Chikkamagaluru)']","['Karnataka State Coir Development Corporation (Rating: 2.3, Reviews: 6, Address: 8QFC+MHV, Indira Gandhi Road, Pension Mohalla, Chikkamagaluru)', 'M E S Complex Kapali Digi (Rating: 3.8, Reviews: 128, Address: 8QGF+324, KM Road, Chikkamagaluru)', 'Sri Mathrusri Provision Store (Rating: 5, Reviews: 5, Address: 3rd cross, Vijaya Nagar, Bengaluru)']"
Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,1.5,4.6,30,No,Open All Days,Religious,No,0.2,All,15.9182858,75.6841104,"['Clarks Inn Badami (Rating: 3.6, Reviews: 2432, Address: 1755, Veerpulakeshi Circle Main Road, Badami Rural)', 'THE HERITAGE RESORT, BADAMI (Rating: 4, Reviews: 1814, Address: Station Road, District Bagalkot,, Badami)', 'Rajsangan International Hotel (Rating: 3.6, Reviews: 1187, Address: National Highway 367, Badami)']","['Clarks Inn Badami (Rating: 3.6, Reviews: 2432, Address: 1755, Veerpulakeshi Circle Main Road, Badami Rural)', 'Hotel Bharat (Rating: 4.1, Reviews: 207, Address: near Savita Petrol Pump, Ramdurg Road, near Savita Petrol Pump, Badami)', 'Hotel Mayura Chalukya Badami (Rating: 3.8, Reviews: 2685, Address: Ramdurg Road, PWD Compound, Badami Rural)']","['Shree Shakambhari Shakti Peetham, Shree Kshetra Banashankari, Cholachagudda, Badami SBDTCSHAKAMBHARI (Rating: 4.7, Reviews: 10522, Address: State Highway 57, Cholachagudda)', 'Badami Cave Temples (Rating: 4.6, Reviews: 21482, Address: Badami)', 'Badami Ticket Counter (Rating: 4.6, Reviews: 16, Address: WM9M+9F6, Badami Slums, Badami)']","['SOUDAGAR MASALA (Rating: N/A, Reviews: 0, Address: WMCJ+39J, Old Badami, Badami)', 'Bangarshettar Complex (Rating: 3.4, Reviews: 12, Address: WM9J+74J, Badami Road, Badami)', 'MK ಅಡಿಕೆ ವೀಳ್ಯದೆಲೆ ಅಂಗಡಿ (MK arecanut shop) (Rating: 5, Reviews: 3, Address: A-1 Telor, Market Center, Market Center Bavakhan Egg 🥚 center Opposite, market, Badami)']"
